Custome Id,Sale Date,Sale Amount
293,26/04/2019,122.84
294,26/11/2019,935.51
295,24/07/2019,247.52
296,07/11/2019,234.07
297,23/07/2019,784.35
298,14/06/2019,9.85
299,03/07/2019,847.36
300,24/06/2019,242.45
301,16/08/2019,654.51
302,20/10/2019,690.22
303,15/07/2019,740.57
304,25/07/2019,123.96
305,06/08/2019,814.48
306,16/07/2019,741.72
307,04/07/2019,62.37
308,08/01/2019,367.18
309,20/02/2019,398.25
310,30/12/2018,89.26
311,03/12/2019,142.88
312,12/03/2019,395.13
313,21/02/2019,520.45
314,03/02/2019,348.79
315,20/08/2019,226.15
316,21/06/2019,220.45
317,03/07/2019,634.18
318,15/12/2019,931.75
319,08/02/2019,298.30
320,25/06/2019,294.45
321,14/04/2019,547.60
322,10/11/2019,145.14
323,21/10/2019,936.77
324,31/12/2018,38.29
325,30/12/2018,999.17
326,24/06/2019,741.10
327,05/01/2019,134.57
328,06/06/2019,548.78
329,18/03/2019,615.86
330,14/02/2019,562.64
331,02/02/2019,662.91
332,30/10/2019,453.68
333,20/08/2019,884.84
334,07/01/2019,485.47
335,16/08/2019,673.05
336,20/12/2018,140.94
337,29/07/2019,454.63
338,17/03/2019,119.90
339,28/07/2019,382.77
340,11/07/2019,662.22
341,13/04/2019,854.93
342,24/08/2019,349.24
343,20/06/2019,706.98
344,14/11/2019,324.71
345,09/05/2019,391.16
346,04/03/2019,521.87
347,30/07/2019,856.51
348,09/05/2019,251.16
349,13/07/2019,425.95
350,17/09/2019,280.37
351,06/04/2019,346.30
352,29/04/2019,199.61
353,04/07/2019,738.04
354,31/12/2018,649.23
355,20/01/2019,847.66
356,26/07/2019,62.64
357,03/11/2019,237.78
358,27/08/2019,710.52
359,28/08/2019,742.27
360,12/06/2019,861.09
361,10/02/2019,569.08
362,22/12/2018,117.41
363,21/04/2019,86.80
364,11/01/2019,223.91
365,21/02/2019,988.85
366,05/03/2019,282.30
367,15/06/2019,715.85
368,15/12/2019,828.11
369,02/11/2019,231.22
370,28/07/2019,662.71
371,04/09/2019,817.36
372,10/10/2019,755.13
373,25/01/2019,558.31
374,31/03/2019,13.00
375,07/07/2019,455.72
376,18/01/2019,553.27
377,22/04/2019,569.59
378,13/02/2019,796.32
379,27/09/2019,964.96
380,21/01/2019,513.68
381,17/09/2019,114.03
382,19/08/2019,126.80
383,14/03/2019,794.08
384,30/05/2019,745.28
385,20/06/2019,539.48
386,10/12/2019,325.13
387,03/10/2019,178.96
388,30/07/2019,961.30
389,05/09/2019,133.35
390,21/01/2019,818.70
391,11/08/2019,907.49
392,10/02/2019,680.55
393,07/07/2019,170.93
394,05/06/2019,819.31
395,18/04/2019,13.19
396,11/11/2019,665.84
397,11/03/2019,327.55
398,28/06/2019,61.45
399,20/11/2019,817.81
400,31/01/2019,255.30
401,19/10/2019,85.59
402,25/03/2019,371.48
403,14/10/2019,529.92
404,12/01/2019,729.09
405,01/09/2019,965.01
406,06/09/2019,823.45
407,24/03/2019,212.44
408,27/05/2019,757.84
409,14/04/2019,862.37
410,04/10/2019,525.55
411,26/10/2019,605.68
412,28/09/2019,921.63
413,06/05/2019,631.92
414,03/11/2019,443.49
415,22/12/2018,108.77
416,30/03/2019,32.08
417,16/10/2019,379.71
418,24/05/2019,181.04
419,03/05/2019,687.03
420,27/09/2019,142.00
421,08/03/2019,566.45
422,04/07/2019,974.40
423,29/01/2019,847.97
424,01/08/2019,386.70
425,04/12/2019,966.16
426,30/04/2019,743.32
427,07/12/2019,686.93
428,27/03/2019,520.11
429,07/01/2019,472.22
430,20/02/2019,876.82
431,29/09/2019,541.93
432,21/10/2019,749.35
433,12/04/2019,562.39
434,10/03/2019,720.43
435,03/06/2019,466.54
436,14/04/2019,20.95
437,15/11/2019,968.52
438,03/05/2019,690.04
439,22/10/2019,958.08
440,06/09/2019,304.35
441,14/03/2019,181.44
442,06/07/2019,69.34
443,24/11/2019,925.01
444,13/04/2019,937.49
445,30/03/2019,337.13
446,18/09/2019,837.92
447,15/07/2019,436.36
448,25/07/2019,201.80
449,23/05/2019,637.79
450,10/12/2019,482.05
451,12/02/2019,787.49
452,08/05/2019,129.85
453,12/10/2019,792.55
454,10/07/2019,1.65
455,05/06/2019,320.32
456,16/03/2019,848.78
457,11/06/2019,841.29
458,29/03/2019,973.65
459,11/06/2019,35.18
460,14/11/2019,72.99
461,14/01/2019,846.21
462,29/08/2019,31.87
463,29/05/2019,901.84
464,13/05/2019,910.43
465,22/04/2019,643.12
466,30/12/2018,229.52
467,11/12/2019,954.61
468,22/04/2019,746.23
469,17/11/2019,774.53
470,24/06/2019,31.44
471,13/12/2019,932.00
472,29/07/2019,156.91
473,26/12/2018,337.93
474,07/07/2019,897.50
475,29/03/2019,109.77
476,12/05/2019,289.13
477,28/09/2019,760.47
478,09/08/2019,684.99
479,12/10/2019,657.13
480,13/02/2019,592.10
481,21/10/2019,752.22
482,30/09/2019,617.74
483,05/08/2019,335.24
484,25/06/2019,61.80
485,15/04/2019,940.87
486,16/12/2019,856.91
487,28/02/2019,628.96
488,26/07/2019,868.68
489,05/07/2019,175.07
490,15/05/2019,809.91
491,17/04/2019,587.81
492,28/06/2019,399.99
493,23/02/2019,895.55
494,21/02/2019,130.19
495,29/07/2019,296.94
496,20/05/2019,551.28
497,20/08/2019,703.53
498,07/04/2019,871.79
499,16/06/2019,57.13
500,08/07/2019,3.40
501,19/02/2019,80.97
502,17/01/2019,282.43
503,25/06/2019,154.29
504,07/04/2019,689.39
505,11/02/2019,694.13
506,14/04/2019,981.70
507,02/09/2019,192.39
508,11/01/2019,2.38
509,18/06/2019,815.00
510,12/04/2019,755.81
511,14/01/2019,572.96
512,01/12/2019,857.97
513,12/05/2019,99.45
514,27/12/2018,848.15
515,12/11/2019,568.92
516,17/08/2019,327.98
517,28/09/2019,528.54
518,24/10/2019,591.86
519,03/06/2019,815.81
520,23/03/2019,636.39
521,04/01/2019,878.17
522,28/09/2019,131.27
523,18/10/2019,0.71
524,21/10/2019,626.62
525,27/06/2019,455.54
526,10/04/2019,981.60
527,21/08/2019,274.33
528,28/04/2019,381.50
529,03/09/2019,837.73
530,02/10/2019,540.68
531,17/10/2019,766.51
532,05/01/2019,832.52
533,13/09/2019,963.86
534,08/10/2019,219.30
535,19/12/2018,887.03
536,02/07/2019,299.97
537,07/12/2019,692.74
538,25/09/2019,328.20
539,01/03/2019,950.25
540,02/02/2019,538.12
541,02/06/2019,401.41
542,25/09/2019,427.65
543,23/11/2019,571.77
544,24/06/2019,692.58
545,13/01/2019,52.01
546,03/02/2019,479.70
547,31/12/2018,390.76
548,03/02/2019,744.15
549,02/03/2019,400.91
550,21/09/2019,866.61
551,14/09/2019,516.26
552,02/02/2019,35.94
553,27/12/2018,164.28
554,15/11/2019,208.77
555,05/12/2019,314.49
556,25/10/2019,814.60
557,07/05/2019,796.70
558,25/11/2019,677.92
559,08/10/2019,630.91
560,15/08/2019,586.15
561,03/01/2019,424.92
562,09/01/2019,606.13
563,07/08/2019,911.88
564,18/01/2019,718.12
565,05/12/2019,900.61
566,09/07/2019,525.15
567,27/07/2019,976.79
568,20/06/2019,256.56
569,13/12/2019,35.89
570,02/08/2019,550.17
571,29/01/2019,254.43
572,31/10/2019,461.01
573,03/01/2019,995.85
574,29/04/2019,369.70
575,04/08/2019,300.95
576,02/12/2019,675.27
577,24/08/2019,4.16
578,19/11/2019,452.35
579,13/07/2019,289.31
580,27/06/2019,696.63
581,15/04/2019,181.35
582,30/01/2019,998.56
583,06/12/2019,29.71
584,25/06/2019,788.33
585,22/01/2019,413.45
586,18/11/2019,417.59
587,21/11/2019,399.85
588,17/11/2019,636.01
589,13/05/2019,861.30
590,08/06/2019,518.34
591,14/07/2019,748.38
592,28/01/2019,205.59
593,18/07/2019,257.29
594,06/05/2019,638.04
595,09/03/2019,752.02
596,24/07/2019,530.46
597,30/04/2019,50.37
598,28/07/2019,308.56
599,01/06/2019,206.37
600,31/07/2019,495.85
601,25/04/2019,755.18
602,18/10/2019,979.46
603,05/10/2019,605.57
604,12/03/2019,104.78
605,02/05/2019,579.71
606,30/10/2019,909.35
607,08/02/2019,728.57
608,13/07/2019,54.65
609,14/08/2019,503.37
610,19/02/2019,566.23
611,10/02/2019,893.86
612,25/07/2019,355.04
613,08/10/2019,266.68
614,09/12/2019,93.92
615,06/06/2019,44.77
616,16/07/2019,47.17
617,25/04/2019,945.15
618,09/03/2019,109.65
619,06/08/2019,999.55
620,22/05/2019,21.90
621,18/03/2019,547.05
622,19/12/2018,337.15
623,01/08/2019,680.06
624,10/03/2019,582.10
625,29/01/2019,938.75
626,06/12/2019,203.37
627,06/05/2019,717.29
628,22/01/2019,431.70
629,21/06/2019,247.54
630,17/02/2019,471.99
631,05/09/2019,210.66
632,19/08/2019,291.72
633,11/11/2019,472.01
634,05/11/2019,387.87
635,19/01/2019,240.78
636,23/11/2019,797.47
637,02/01/2019,903.39
638,13/06/2019,478.13
639,26/11/2019,282.07
640,16/09/2019,967.44
641,05/05/2019,964.38
642,27/06/2019,599.64
643,09/12/2019,852.77
644,19/06/2019,820.16
645,29/03/2019,105.49
646,10/12/2019,225.74
647,10/02/2019,157.08
648,27/04/2019,918.78
649,22/02/2019,507.03
650,10/02/2019,31.43
651,22/02/2019,21.36
652,30/07/2019,364.22
653,26/11/2019,22.29
654,11/09/2019,544.45
655,25/11/2019,868.25
656,31/12/2018,371.24
657,22/01/2019,458.73
658,09/05/2019,195.97
659,11/07/2019,260.37
660,20/10/2019,46.12
661,20/04/2019,338.59
662,25/07/2019,593.05
663,05/12/2019,907.23
664,25/04/2019,672.42
665,28/06/2019,978.94
666,08/10/2019,424.87
667,22/01/2019,612.73
668,08/11/2019,980.05
669,28/07/2019,32.77
670,10/06/2019,860.19
671,30/03/2019,235.46
672,21/04/2019,309.11
673,15/10/2019,714.99
674,26/09/2019,751.54
675,19/07/2019,467.63
676,14/02/2019,348.69
677,29/09/2019,707.78
678,17/03/2019,577.44
679,24/12/2018,438.19
680,01/07/2019,120.43
681,20/09/2019,704.93
682,24/06/2019,452.75
683,06/08/2019,481.82
684,06/04/2019,999.92
685,29/10/2019,60.96
686,09/10/2019,917.97
687,06/11/2019,299.44
688,09/02/2019,728.88
689,01/10/2019,529.70
690,27/03/2019,803.37
691,22/11/2019,52.54
692,07/05/2019,748.39
693,10/09/2019,983.42
694,24/06/2019,525.94
695,02/03/2019,387.50
696,19/03/2019,21.03
697,26/04/2019,896.43
698,09/07/2019,401.46
699,09/04/2019,928.93
700,19/02/2019,136.92
701,17/10/2019,947.38
702,07/11/2019,274.27
703,14/11/2019,560.33
704,25/07/2019,731.84
705,13/08/2019,531.85
706,01/02/2019,983.36
707,30/05/2019,296.63
708,14/03/2019,216.95
709,15/08/2019,916.10
710,22/12/2018,674.49
711,22/06/2019,350.86
712,24/12/2018,302.39
713,06/02/2019,301.49
714,01/09/2019,947.65
715,08/01/2019,200.08
716,25/11/2019,277.94
717,18/02/2019,677.97
718,21/02/2019,876.64
719,22/09/2019,72.48
720,13/02/2019,342.41
721,26/08/2019,977.53
722,21/04/2019,255.38
723,16/10/2019,224.57
724,16/11/2019,751.67
725,04/12/2019,112.14
726,28/10/2019,209.33
727,30/10/2019,262.87
728,28/01/2019,643.70
729,05/01/2019,756.26
730,19/08/2019,126.84
731,22/10/2019,826.24
732,05/10/2019,102.06
733,25/11/2019,688.18
734,30/03/2019,849.80
735,18/03/2019,128.32
736,12/12/2019,701.68
737,06/05/2019,923.25
738,31/12/2018,0.10
739,12/06/2019,966.93
740,25/07/2019,677.14
741,23/09/2019,265.45
742,19/08/2019,837.41
743,17/03/2019,922.18
744,04/08/2019,466.04
745,28/03/2019,638.29
746,03/04/2019,999.86
747,07/04/2019,195.39
748,23/07/2019,396.35
749,28/03/2019,728.36
750,02/12/2019,619.65
751,19/05/2019,44.19
752,06/01/2019,105.44
753,14/04/2019,143.97
754,06/10/2019,155.81
755,20/06/2019,187.98
756,24/12/2018,573.87
757,27/04/2019,125.95
758,06/09/2019,293.61
759,25/07/2019,460.83
760,10/09/2019,984.91
761,03/01/2019,970.94
762,25/06/2019,609.81
763,13/01/2019,863.42
764,29/09/2019,4.49
765,27/10/2019,13.25
766,01/01/2019,809.03
767,03/03/2019,218.95
768,13/08/2019,436.58
769,21/03/2019,993.69
770,16/03/2019,78.99
771,12/12/2019,20.57
772,02/06/2019,468.29
773,20/03/2019,744.66
774,07/12/2019,601.13
775,08/11/2019,242.19
776,07/04/2019,950.36
777,09/04/2019,142.33
778,31/07/2019,929.58
779,26/11/2019,44.74
780,27/12/2018,181.35
781,17/08/2019,162.51
782,08/02/2019,144.56
783,24/12/2018,72.11
784,20/03/2019,586.95
785,25/12/2018,997.60
786,15/01/2019,910.92
787,22/05/2019,614.07
788,09/06/2019,68.14
789,03/06/2019,999.89
790,04/04/2019,983.54
791,02/03/2019,443.17
792,31/12/2018,619.66
793,21/09/2019,832.27
794,13/05/2019,177.61
795,24/10/2019,132.45
796,23/09/2019,597.66
797,04/12/2019,469.69
798,19/02/2019,659.61
799,29/10/2019,353.36
800,31/05/2019,361.05
801,13/01/2019,520.34
802,03/07/2019,922.69
803,25/05/2019,554.24
804,12/07/2019,566.96
805,17/02/2019,729.95
806,13/02/2019,788.86
807,20/11/2019,329.49
808,23/06/2019,984.02
809,11/10/2019,500.87
810,08/06/2019,946.17
811,12/10/2019,417.98
812,02/03/2019,544.71
813,25/07/2019,964.03
814,24/07/2019,331.49
815,26/03/2019,487.03
816,08/03/2019,470.91
817,06/04/2019,566.28
818,20/02/2019,601.82
819,05/08/2019,261.95
820,18/09/2019,621.74
821,05/04/2019,809.59
822,01/10/2019,869.95
823,18/06/2019,644.11
824,16/02/2019,834.18
825,05/05/2019,488.39
826,19/05/2019,373.61
827,09/04/2019,456.83
828,23/12/2018,988.74
829,14/12/2019,431.01
830,01/06/2019,620.56
831,23/02/2019,227.15
832,24/03/2019,287.89
833,11/03/2019,219.93
834,24/09/2019,91.32
835,12/03/2019,35.03
836,11/11/2019,153.87
837,10/03/2019,70.04
838,15/04/2019,694.80
839,01/11/2019,743.49
840,27/06/2019,8.68
841,09/09/2019,727.96
842,23/09/2019,451.26
843,22/05/2019,831.79
844,11/12/2019,447.75
845,29/11/2019,679.57
846,19/10/2019,928.17
847,25/04/2019,18.43
848,03/06/2019,394.82
849,26/05/2019,423.44
850,07/12/2019,574.02
851,06/04/2019,283.32
852,25/08/2019,823.32
853,09/12/2019,524.74
854,09/08/2019,575.45
855,18/10/2019,387.92
856,18/08/2019,555.67
857,11/06/2019,617.55
858,24/03/2019,5.84
859,22/10/2019,342.41
860,11/07/2019,66.99
861,25/08/2019,58.86
862,03/01/2019,886.01
863,03/11/2019,752.76
864,18/08/2019,57.00
865,26/03/2019,695.30
866,08/09/2019,130.41
867,14/01/2019,7.81
868,09/08/2019,668.48
869,05/08/2019,172.59
870,19/03/2019,606.93
871,07/07/2019,282.40
872,18/08/2019,167.69
873,07/02/2019,177.32
874,22/09/2019,769.53
875,05/09/2019,160.35
876,22/02/2019,29.26
877,19/05/2019,595.62
878,02/07/2019,9.73
879,04/06/2019,542.62
880,06/11/2019,332.80
881,18/11/2019,54.68
882,24/04/2019,484.48
883,19/07/2019,147.50
884,18/08/2019,280.87
885,02/03/2019,500.83
886,20/02/2019,166.75
887,05/08/2019,834.90
888,23/12/2018,474.04
889,06/04/2019,71.75
890,13/11/2019,747.04
891,24/10/2019,119.80
892,02/09/2019,946.99
893,01/10/2019,175.67
894,31/07/2019,870.07
895,21/12/2018,109.61
896,20/08/2019,653.70
897,25/10/2019,837.56
898,07/06/2019,357.44
899,08/03/2019,106.45
900,13/05/2019,604.74
901,20/10/2019,777.58
902,13/10/2019,375.76
903,23/10/2019,603.11
904,30/07/2019,607.38
905,14/09/2019,662.66
906,02/07/2019,413.00
907,20/10/2019,945.75
908,03/04/2019,351.91
909,29/07/2019,327.33
910,04/12/2019,711.87
911,19/06/2019,498.81
912,13/04/2019,100.82
913,12/06/2019,985.92
914,14/03/2019,589.23
915,21/09/2019,619.60
916,10/11/2019,289.08
917,17/11/2019,944.74
918,02/01/2019,749.42
919,27/09/2019,727.88
920,18/06/2019,710.50
921,16/01/2019,429.46
922,22/01/2019,318.28
923,15/04/2019,227.75
924,04/05/2019,921.40
925,12/11/2019,393.13
926,30/10/2019,109.71
927,29/03/2019,469.62
928,02/11/2019,109.96
929,25/08/2019,238.83
930,07/07/2019,367.35
931,23/02/2019,314.65
932,26/01/2019,729.62
933,07/12/2019,465.19
934,13/06/2019,858.11
935,16/10/2019,396.88
936,03/01/2019,211.59
937,20/02/2019,568.26
938,13/01/2019,370.39
939,27/08/2019,174.84
940,28/10/2019,879.69
941,12/01/2019,898.49
942,28/10/2019,686.87
943,28/02/2019,598.75
944,06/08/2019,376.04
945,29/09/2019,824.35
946,08/05/2019,460.12
947,11/10/2019,60.90
948,25/11/2019,705.84
949,13/11/2019,544.51
950,30/11/2019,0.42
951,29/10/2019,397.20
952,30/03/2019,841.06
953,28/03/2019,911.44
954,09/02/2019,412.95
955,01/09/2019,689.85
956,31/03/2019,243.64
957,19/05/2019,915.23
958,08/06/2019,66.48
959,05/10/2019,54.10
960,30/10/2019,752.65
961,26/08/2019,38.40
962,07/09/2019,664.10
963,07/04/2019,988.25
964,18/03/2019,546.60
965,22/04/2019,1.11
966,15/11/2019,778.03
967,19/01/2019,415.57
968,24/08/2019,946.12
969,06/01/2019,75.00
970,15/04/2019,126.50
971,22/11/2019,183.85
972,09/11/2019,105.19
973,25/08/2019,734.11
974,10/11/2019,577.29
975,14/04/2019,410.86
976,12/06/2019,157.51
977,20/07/2019,74.66
978,28/01/2019,534.32
979,25/02/2019,794.86
980,08/04/2019,238.14
981,22/10/2019,262.98
982,12/04/2019,165.42
983,03/08/2019,146.49
984,29/07/2019,936.61
985,14/02/2019,128.75
986,13/07/2019,491.50
987,13/02/2019,346.56
988,07/10/2019,513.47
989,15/01/2019,255.09
990,10/12/2019,768.94
991,02/04/2019,897.89
992,09/09/2019,368.23
993,08/04/2019,890.40
994,15/07/2019,822.48
995,28/05/2019,49.76
996,15/06/2019,479.75
997,04/09/2019,88.76
998,24/01/2019,602.95
999,14/04/2019,693.88
1000,05/02/2019,644.15
